,FuD-Key,letzte Änderung,Dokumenttyp,URL,Nr.,Verfasser,GND (Verfasser),VIAF (Verfasser),Empfänger,GND (Empfänger),VIAF (Empfänger),Datierung (JJJJ-MM-TT),Alternative Datierung,Ausstellungsort,Geonames (Ausstellungsort),Empfangsort,Geonames (Empfangsort),Vorlage,Vollständigkeit des Archivals,Erläuterung Unvollständigkeit,Umfang in Seiten,Anfang des Briefes,Inhaltliche Stichpunkte,Weitere Personen,GND (Weitere Personen),VIAF (Weitere Personen),Orte,Geonames (Orte),Schlagwörter,Editionen,Vermerk,Bestand,Verweise,Digitalisate: Dateiname (Signatur),Zitierempfehlung,year,decade
173,CdS-b1-00dj,2022-08-19 10:18:12,Brief,https://constance-de-salm.de/archiv/#/document/489,C11/S89/017,"Salm, Constance de",http://d-nb.info/gnd/116765968,https://viaf.org/viaf/121051,"Hatzfeldt, Fürst von",,,,,Aachen,https://www.geonames.org/3247449,,,Original,vollständig,,1,Puissiez-vous vivre encore longtemps,Glückwünsche [zum Geburtstag?] in Versform.,,,,,,,,Empfängername auf dem Digitalisat verdeckt,Toulon,0,CdS-b1-00dj-0.jpg (C11/S89/017),"C11/S89/017. In: Die Korrespondenz der Constance de Salm (1767-1845). Inventar des Fonds Salm der Société des Amis du Vieux Toulon et de sa Région und des Bestands Constance de Salm im Archiv Schloss Dyck (Mitgliedsarchiv der Vereinigten Adelsarchive im Rheinland e.V.). Elektronische Edition, DHI Paris 2021. https://constance-de-salm.de/archiv/#/document/489.",,
229,CdS-b1-00ju,2022-08-19 10:18:12,Brief,https://constance-de-salm.de/archiv/#/document/756,C11/S92/027-030,"Salm, Constance de",http://d-nb.info/gnd/116765968,https://viaf.org/viaf/121051,"Hatzfeldt, Fürst von",,,1819-01-25,,,,,,Abschrift,vollständig,,4,"Depuis 15 jours je me propose de vous écrire, Prince, mais j’en ai été empêchée ","Beschwerdebrief der CdS an den Prinzen von Hatzfeld wegen nicht erstatteter Besuche der Prinzessin von Hatzfeld. CdS wünscht eine Erklärung für deren Verhalten, um ihre Sorgen zu beruhigen, sie wünscht ein gutes Einvernehmen zwischen den beiden Familien.","Hatzfeldt, Fürstin von; Hatzfeldt, Fürst von",n/a; n/a,n/a; n/a,,,,,,Toulon,0,CdS-b1-00ju-0.jpg (C11/S92/027); CdS-b1-00ju-1.jpg (C11/S92/028); CdS-b1-00ju-2.jpg (C11/S92/029); CdS-b1-00ju-3.jpg (C11/S92/030),"C11/S92/027-030. In: Die Korrespondenz der Constance de Salm (1767-1845). Inventar des Fonds Salm der Société des Amis du Vieux Toulon et de sa Région und des Bestands Constance de Salm im Archiv Schloss Dyck (Mitgliedsarchiv der Vereinigten Adelsarchive im Rheinland e.V.). Elektronische Edition, DHI Paris 2021. https://constance-de-salm.de/archiv/#/document/756.",1819.0,1810
421,CdS-b1-01jo,2022-08-19 10:18:12,Brief,https://constance-de-salm.de/archiv/#/document/2087,C02/S09/270-271,"Salm, Constance de",http://d-nb.info/gnd/116765968,https://viaf.org/viaf/121051,,,,,,,,,,Abschrift,vollständig,,2,"Retenue chez moi par un bien grand rhume, Madame, je prends le parti de vous écrire un mot relativement à Madame de Lalande ","Brief bezüglich Madame de Lalande, zu der sie für CdS den Kontakt vermittelt. Vermutung CdS‘, dass Lalande nicht nur ihr die Notizen hat zukommen lassen. Bestätigung durch den Artikel L…s über Lalande im „Moniteur“, dem offensichtlich dieselben Papiere zu Grunde liegen. Bitte des Athénée des arts an CdS um Nachruf auf Lalande. Anfrage bei Neffen Lalandes nach weiteren Auskünften, um CdS‘ Informationen stichhaltiger zu machen. Bitte, Madame Lalande zu treffen und Auskünfte einzuholen.","Lefrançois de Lalande, Joseph Jérôme",http://d-nb.info/gnd/104234059,http://viaf.org/viaf/95196947,,,,,,Toulon,0,CdS-b1-01jo-0.jpg (C02/S09/270); CdS-b1-01jo-1.jpg (C02/S09/271),"C02/S09/270-271. In: Die Korrespondenz der Constance de Salm (1767-1845). Inventar des Fonds Salm der Société des Amis du Vieux Toulon et de sa Région und des Bestands Constance de Salm im Archiv Schloss Dyck (Mitgliedsarchiv der Vereinigten Adelsarchive im Rheinland e.V.). Elektronische Edition, DHI Paris 2021. https://constance-de-salm.de/archiv/#/document/2087.",,
422,CdS-b1-01ly,2022-08-19 10:18:12,Brief,https://constance-de-salm.de/archiv/#/document/2169,C02/S09/412-413,"Salm, Constance de",http://d-nb.info/gnd/116765968,https://viaf.org/viaf/121051,"Dalberg, Karl Theodor Reichsfreiherr von",http://d-nb.info/gnd/2027787-8,http://viaf.org/viaf/150748353,1810-10-18,,"Dyck (Schloss), Gde. Jüchen",https://www.geonames.org/2894637,,,Abschrift,vollständig,,2,"Prince! Une longue maladie, dont je suis à peine rétablie, m’a empêché de vous envoyer plus tôt le petit ouvrage ",Krankheit CdS. Siehe beiliegende Schrift für ihn. CdS’ Verhältnis zu Lalande. Lalandes Atheismus. Vorbereitung einer neuen Auflage. In Versform: Verleumdungen über eine Person finden eher Gehör als die Wahrheit.,"Lefrançois de Lalande, Joseph Jérôme",http://d-nb.info/gnd/104234059,http://viaf.org/viaf/95196947,,,Religion/Kirche; CdS: Éloge historique de M. de Lalande (1810),,,Toulon,0,CdS-b1-01ly-0.jpg (C02/S09/412); CdS-b1-01ly-1.jpg (C02/S09/413),"C02/S09/412-413. In: Die Korrespondenz der Constance de Salm (1767-1845). Inventar des Fonds Salm der Société des Amis du Vieux Toulon et de sa Région und des Bestands Constance de Salm im Archiv Schloss Dyck (Mitgliedsarchiv der Vereinigten Adelsarchive im Rheinland e.V.). Elektronische Edition, DHI Paris 2021. https://constance-de-salm.de/archiv/#/document/2169.",1810.0,1810
427,CdS-b1-01mf,2022-08-19 10:18:12,Brief,https://constance-de-salm.de/archiv/#/document/2188,C02/S09/439-440,"Salm, Constance de",http://d-nb.info/gnd/116765968,https://viaf.org/viaf/121051,"Ladoucette, Jean Charles François, baron de",http://d-nb.info/gnd/116643919,http://viaf.org/viaf/89245444,1811-03-28,,Paris,https://www.geonames.org/2988507,,,Abschrift,vollständig,,2,"Vous êtes étonné, Monsieur le préfet, de ce que je [me] mêle d’affaires et d’administration ","CdS’ administrative und geschäftliche Angelegenheiten. Bitte an Ladoucette im Namen SRDs, der einen zusätzlichen Beigeordneten benötigt. Kein Termin SRDs beim betreffenden Minister.","Salm-Reifferscheidt-Dyck, Joseph Fürst und Altgraf zu (SRD)",http://d-nb.info/gnd/1159074453,http://viaf.org/viaf/1847152636116120051820,,,,,,Toulon,0,CdS-b1-01mf-0.jpg (C02/S09/439); CdS-b1-01mf-1.jpg (C02/S09/440),"C02/S09/439-440. In: Die Korrespondenz der Constance de Salm (1767-1845). Inventar des Fonds Salm der Société des Amis du Vieux Toulon et de sa Région und des Bestands Constance de Salm im Archiv Schloss Dyck (Mitgliedsarchiv der Vereinigten Adelsarchive im Rheinland e.V.). Elektronische Edition, DHI Paris 2021. https://constance-de-salm.de/archiv/#/document/2188.",1811.0,1810
429,CdS-b1-01mh,2022-08-19 10:18:12,Brief,https://constance-de-salm.de/archiv/#/document/2190,C02/S09/442,"Salm, Constance de",http://d-nb.info/gnd/116765968,https://viaf.org/viaf/121051,"Roederer, Pierre-Louis",http://d-nb.info/gnd/119016486,http://viaf.org/viaf/51716454,1811-04-05,,Paris,https://www.geonames.org/2988507,,,Abschrift,vollständig,,1,"Vos vers sont charmants, Monsieur le comte, et véritablement trop flatteurs pour moi. ",Dank für Eintrag in ihr Gästebuch. Vorabsendung ihrer Gedichtsammlung an ihn. Bevorstehende Abreise CdS’.,,,,,,"CdS: Poésies (1811, 1817², 1835³)",,,Toulon,0,CdS-b1-01mh-0.jpg (C02/S09/442),"C02/S09/442. In: Die Korrespondenz der Constance de Salm (1767-1845). Inventar des Fonds Salm der Société des Amis du Vieux Toulon et de sa Région und des Bestands Constance de Salm im Archiv Schloss Dyck (Mitgliedsarchiv der Vereinigten Adelsarchive im Rheinland e.V.). Elektronische Edition, DHI Paris 2021. https://constance-de-salm.de/archiv/#/document/2190.",1811.0,1810
430,CdS-b1-01mm,2022-08-19 10:18:12,Brief,https://constance-de-salm.de/archiv/#/document/2195,C02/S09/447,"Salm, Constance de",http://d-nb.info/gnd/116765968,https://viaf.org/viaf/121051,"Napoléon Ier Bonaparte, Kaiser der Franzosen",http://d-nb.info/gnd/118586408,http://viaf.org/viaf/106964661,1811-04-15,,Paris,https://www.geonames.org/2988507,,,Abschrift,vollständig,,1,"Sire, je prends la liberté de présenter à Votre Majesté Impériale et Royale, un recueil de mes poésies. ",Beiliegende Gedichtsammlung für den Kaiser.,,,,,,"CdS: Poésies (1811, 1817², 1835³)",,,Toulon,0,CdS-b1-01mm-0.jpg (C02/S09/447),"C02/S09/447. In: Die Korrespondenz der Constance de Salm (1767-1845). Inventar des Fonds Salm der Société des Amis du Vieux Toulon et de sa Région und des Bestands Constance de Salm im Archiv Schloss Dyck (Mitgliedsarchiv der Vereinigten Adelsarchive im Rheinland e.V.). Elektronische Edition, DHI Paris 2021. https://constance-de-salm.de/archiv/#/document/2195.",1811.0,1810
433,CdS-b1-01m5,2022-08-19 10:18:12,Brief,https://constance-de-salm.de/archiv/#/document/2176,C02/S09/423-424,"Salm, Constance de",http://d-nb.info/gnd/116765968,https://viaf.org/viaf/121051,"Ladoucette, Jean Charles François, baron de",http://d-nb.info/gnd/116643919,http://viaf.org/viaf/89245444,1810-11-15,,"Dyck (Schloss), Gde. Jüchen",https://www.geonames.org/2894637,,,Abschrift,vollständig,,2,"Air: Charmante Gabrielle, D’une offre trop aimable / J’accepte la moitié / Je veux à votre table / célébrer l’amitié","In Versform: Dank für Einladung. Zusage zum Abendessen, aber ohne Übernachtung. Krankheit CdS‘. Einladung zum Abendessen bei CdS nach deren Ankunft in Paris. Unterstützung seiner Anfrage ans Institut. Grüße an seine Frau, auch von SRD.",,,,,,Gelehrte Gesellschaft,,,Toulon,0,CdS-b1-01m5-0.jpg (C02/S09/423); CdS-b1-01m5-1.jpg (C02/S09/424),"C02/S09/423-424. In: Die Korrespondenz der Constance de Salm (1767-1845). Inventar des Fonds Salm der Société des Amis du Vieux Toulon et de sa Région und des Bestands Constance de Salm im Archiv Schloss Dyck (Mitgliedsarchiv der Vereinigten Adelsarchive im Rheinland e.V.). Elektronische Edition, DHI Paris 2021. https://constance-de-salm.de/archiv/#/document/2176.",1810.0,1810
434,CdS-b1-01lm,2022-08-19 10:18:12,Brief,https://constance-de-salm.de/archiv/#/document/2157,C02/S09/388-390,"Salm, Constance de",http://d-nb.info/gnd/116765968,https://viaf.org/viaf/121051,"Courier de Méré, Paul-Louis",http://d-nb.info/gnd/118670255,http://viaf.org/viaf/5724843,,,,,,,Abschrift,vollständig,,2,"Il faut, je le vois bien, qu’enfin je vous explique / Ce qu’est et ce que fut le plus vieux des châteaux / Son aspect, à la fois, imposant et gothique / ",In Versform: Beschreibung des Schlosses Dyck.,,,,"Dyck (Schloss), Gde. Jüchen",https://www.geonames.org/2894637,Wohnen/Haushalt,,Dem Brief schließt sich eine dreiseitige Notiz der CdS an (C02/S09/389-390). ,Toulon,0,CdS-b1-01lm-0.jpg (C02/S09/388); CdS-b1-01lm-1.jpg (C02/S09/389); CdS-b1-01lm-2.jpg (C02/S09/390),"C02/S09/388-390. In: Die Korrespondenz der Constance de Salm (1767-1845). Inventar des Fonds Salm der Société des Amis du Vieux Toulon et de sa Région und des Bestands Constance de Salm im Archiv Schloss Dyck (Mitgliedsarchiv der Vereinigten Adelsarchive im Rheinland e.V.). Elektronische Edition, DHI Paris 2021. https://constance-de-salm.de/archiv/#/document/2157.",,
457,CdS-b1-01qa,2022-08-19 10:18:12,Brief,https://constance-de-salm.de/archiv/#/document/2330,C02/S09/668-669,"Salm, Constance de",http://d-nb.info/gnd/116765968,https://viaf.org/viaf/121051,"Barbier, Antoine-Alexandre",http://d-nb.info/gnd/116051795,http://viaf.org/viaf/7386511,1814-12-25,,"Dyck (Schloss), Gde. Jüchen",https://www.geonames.org/2894637,,,Abschrift,vollständig,,2,"Mon Dieu, Monsieur, que je suis triste de n'être pas encore avec vous tous!","Bedauern, nicht bei Barbier und den gemeinsamen Freunden in Paris zu sein. Spätere Rückkehr nach Paris wegen verzögerter Rückkehr SRDs vom Wiener Kongress. Besatzung durch fremde Truppen. Keine Büchersendungen mehr von Barbier wegen unzuverlässiger Zustellung. Bitte um Brief mit detaillierten literarischen Neuigkeiten. CdS’ Fortschritte in der deutschen Sprache. Französische Zeitungen in Dyck. Bitte um Neuigkeiten von Barbier und Amalric. Gesundheit CdS‘. Einquartierungen, angenehme Gesellschaft.","Amalric, François de Sales; Salm-Reifferscheidt-Dyck, Joseph Fürst und Altgraf zu (SRD)",http://d-nb.info/gnd/10001495X; http://d-nb.info/gnd/1159074453,http://viaf.org/viaf/27404651; http://viaf.org/viaf/1847152636116120051820,,,Wiener Kongress; Militär; Literarisches Geschehen/Neuerscheinung; Krieg/Konflikt,,,Toulon,0,CdS-b1-01qa-0.jpg (C02/S09/668); CdS-b1-01qa-1.jpg (C02/S09/669),"C02/S09/668-669. In: Die Korrespondenz der Constance de Salm (1767-1845). Inventar des Fonds Salm der Société des Amis du Vieux Toulon et de sa Région und des Bestands Constance de Salm im Archiv Schloss Dyck (Mitgliedsarchiv der Vereinigten Adelsarchive im Rheinland e.V.). Elektronische Edition, DHI Paris 2021. https://constance-de-salm.de/archiv/#/document/2330.",1814.0,1810
763,CdS-b1-02xu,2022-08-19 10:18:12,Brief,https://constance-de-salm.de/archiv/#/document/3903,C09/S74/111,"Salm, Constance de",http://d-nb.info/gnd/116765968,https://viaf.org/viaf/121051,"Raboteau, Pierre Paul ",http://d-nb.info/gnd/1067648739,http://viaf.org/viaf/314871000,,,,,,,Abschrift,vollständig,,1,"Ces dégoûts, ces mélancolies",Abschrift eines Auszugs aus einem Brief an Raboteau: Verse über die Melancholie.,,,,,,,,,Toulon,0,CdS-b1-02xu-0.jpg (C09/S74/111),"C09/S74/111. In: Die Korrespondenz der Constance de Salm (1767-1845). Inventar des Fonds Salm der Société des Amis du Vieux Toulon et de sa Région und des Bestands Constance de Salm im Archiv Schloss Dyck (Mitgliedsarchiv der Vereinigten Adelsarchive im Rheinland e.V.). Elektronische Edition, DHI Paris 2021. https://constance-de-salm.de/archiv/#/document/3903.",,
772,CdS-b1-02z1,2022-08-19 10:18:12,Brief,https://constance-de-salm.de/archiv/#/document/3946,C09/S74/283-284,"Salm, Constance de",http://d-nb.info/gnd/116765968,https://viaf.org/viaf/121051,"Raboteau, Pierre Paul ",http://d-nb.info/gnd/1067648739,http://viaf.org/viaf/314871000,,nachträgliche Hinzufügung,,,,,Original,vollständig,,1,Je ne pars que demain à 11 heures,Versendung eines Abschiedsrings (Tradition zwischen den Freunden der CdS).,,,,,,Freundschaft,,"Das nachträglich eingetragene Datum ist womöglich falsch, siehe C09/S74/238.",Toulon,0,CdS-b1-02z1-0.jpg (C09/S74/283); CdS-b1-02z1-1.jpg (C09/S74/284),"C09/S74/283-284. In: Die Korrespondenz der Constance de Salm (1767-1845). Inventar des Fonds Salm der Société des Amis du Vieux Toulon et de sa Région und des Bestands Constance de Salm im Archiv Schloss Dyck (Mitgliedsarchiv der Vereinigten Adelsarchive im Rheinland e.V.). Elektronische Edition, DHI Paris 2021. https://constance-de-salm.de/archiv/#/document/3946.",,
849,CdS-b1-03b6,2022-08-19 10:18:12,Brief,https://constance-de-salm.de/archiv/#/document/4386,C06/S43/248-250,"Salm, Constance de",http://d-nb.info/gnd/116765968,https://viaf.org/viaf/121051,"Barbier, Antoine-Alexandre",http://d-nb.info/gnd/116051795,http://viaf.org/viaf/7386511,1817-09-16,,"Dyck (Schloss), Gde. Jüchen",https://www.geonames.org/2894637,,,Abschrift,vollständig,,4,"Monsieur Drais m'écrit, Monsieur, qu'il va m'envoyer une boîte.","Monatliche Büchersendung des Drais und Bitte an B., ihr interessante Schriften zu schicken. Lektüren der CdS. Vertrauliches Urteil über „Annibal“ von F. Didot und dessen Eigenliebe. Verletzte Eigenliebe der CdS. Unzufriedenheit mit der erhaltenen 'mention'. Ursprünglich geplante Erwähnung weiterer Werke der CdS. Raynouard hat dies bereits für weniger gute Schriften getan. Klare Selbsteinschätzung der CdS und bewusste Abgrenzung von den Vorlieben der Académie. Schuldigkeit des Raynouard CdS gegenüber. Schwierigkeit, sich mit dem Urteil des R. abzufinden und Überlegenheit der CdS in Alter und Position in der Literaturwelt. Äußerungen des R. über CdS zeugen von Unkenntnis. Rehabilitierung der CdS in ihren eigenen Augen und beim Publikum durch Werbung. Ungelegen kommende Abwesenheit des B. Veröffentlichung ihrer Schrift. Erwähnung der 'mention' im Titel nur in den für Deutschland bestimmten Ausgaben, wo dies möglich ist, und nicht in Frankreich. Bewusstsein der CdS, dass das Publikum diese Angelegenheit vergessen hat. Wille der CdS, zu ihrem Recht zu kommen. Erhalt des Sitzungsberichts. CdS über die ausgezeichneten Schriften: entgegengesetztes Genre zu ihren Schriften, Schwätzerei, Verse für die Massen, nicht für Literaten, junge Autoren. Bitte um Vertraulichkeit.","Didot, Firmin; Ponce, Nicolas; Drais, Pierre (Vertrauensmann der CdS); Raynouard, François-Just-Marie (Siehe auch Renouard?); Morgan, Lady Sydney, geb. Sydney Owenson; Naigeon, Monsieur (jüngerer Bruder); Maution, Monsieur de",http://d-nb.info/gnd/116173068; http://d-nb.info/gnd/116265612; http://d-nb.info/gnd/1188442287; http://d-nb.info/gnd/118788035; http://d-nb.info/gnd/118641166; n/a; n/a,http://viaf.org/viaf/54239780; http://viaf.org/viaf/9904272; http://viaf.org/viaf/24156073846353862446; http://viaf.org/viaf/59088344; http://viaf.org/viaf/107533016; n/a; n/a,Düsseldorf,https://www.geonames.org/2934246,Constance de Salm - Vermarktung; CdS: Discours sur le bonheur que procure l'étude (1817),,,Toulon,0,CdS-b1-03b6-0.jpg (C06/S43/248 ); CdS-b1-03b6-1.jpg (C06/S43/249); CdS-b1-03b6-2.jpg (C06/S43/250),"C06/S43/248-250. In: Die Korrespondenz der Constance de Salm (1767-1845). Inventar des Fonds Salm der Société des Amis du Vieux Toulon et de sa Région und des Bestands Constance de Salm im Archiv Schloss Dyck (Mitgliedsarchiv der Vereinigten Adelsarchive im Rheinland e.V.). Elektronische Edition, DHI Paris 2021. https://constance-de-salm.de/archiv/#/document/4386.",1817.0,1810
851,CdS-b1-03b1,2022-08-19 10:18:12,Brief,https://constance-de-salm.de/archiv/#/document/4381,C06/S43/236-238,"Salm, Constance de",http://d-nb.info/gnd/116765968,https://viaf.org/viaf/121051,"Barbier, Antoine-Alexandre",http://d-nb.info/gnd/116051795,http://viaf.org/viaf/7386511,1817-09-02,,"Dyck (Schloss), Gde. Jüchen",https://www.geonames.org/2894637,,,Abschrift,vollständig,,4,"C'est encore moi, Monsieur. Quoique j'eusse résolu de ne plus","Bezug auf Brief des B. mit Bitte um Verschwiegenheit. Ärger, dass CdS nur eine einfache 'mention' bekommen hat. Gutgemeinte Vermittlung des Ponce nicht im Sinne der CdS. Unwillen der CdS, gezwungen zu sein, die Schrift zu veröffentlichen. Ärger über damit verbundene Werbung. Unzufriedenheit mit dem Bericht des Raynouard. Raynouard und Sicard sollen davon nichts erfahren. Zeitweise Überlegungen zu Unterbrechung des Drucks. Zeitnaher Abdruck im „Moniteur“. „Discours“ für Freunde und nicht für Journalisten. Angst des SRD vor Meinung der Journalisten. B. soll sich darum kümmern. Bitte um Eile. B. kann entscheiden, ob die 'mention' im Titel erwähnt werden soll. Schwierigkeit für CdS, sich um die Angelegenheit zu kümmern, da sie nur nach und nach Informationen erhalten hat.","Ponce, Nicolas; Salm-Reifferscheidt-Dyck, Joseph Fürst und Altgraf zu (SRD); Sicard, Roch Ambroise, Abbé; Raynouard, François-Just-Marie (Siehe auch Renouard?)",http://d-nb.info/gnd/116265612; http://d-nb.info/gnd/1159074453; http://d-nb.info/gnd/117465607; http://d-nb.info/gnd/118788035,http://viaf.org/viaf/9904272; http://viaf.org/viaf/1847152636116120051820; http://viaf.org/viaf/56651011; http://viaf.org/viaf/59088344,,,CdS: Discours sur le bonheur que procure l'étude (1817),,,Toulon,0,CdS-b1-03b1-0.jpg (C06/S43/236 ); CdS-b1-03b1-1.jpg (C06/S43/237); CdS-b1-03b1-2.jpg (C06/S43/238),"C06/S43/236-238. In: Die Korrespondenz der Constance de Salm (1767-1845). Inventar des Fonds Salm der Société des Amis du Vieux Toulon et de sa Région und des Bestands Constance de Salm im Archiv Schloss Dyck (Mitgliedsarchiv der Vereinigten Adelsarchive im Rheinland e.V.). Elektronische Edition, DHI Paris 2021. https://constance-de-salm.de/archiv/#/document/4381.",1817.0,1810
852,CdS-b1-03az,2022-08-19 10:18:12,Brief,https://constance-de-salm.de/archiv/#/document/4379,C06/S43/231-233,"Salm, Constance de",http://d-nb.info/gnd/116765968,https://viaf.org/viaf/121051,"Barbier, Antoine-Alexandre",http://d-nb.info/gnd/116051795,http://viaf.org/viaf/7386511,1817-08-30,,"Dyck (Schloss), Gde. Jüchen",https://www.geonames.org/2894637,,,Abschrift,vollständig,,4,"Je reçois à l'instant une lettre d'un de mes amis, Monsieur, ","Ehrenpreis für den „Discours” der CdS. Voranschreiten des Drucks des Manuskripts. Möglichkeit, eine eventuelle 'mention' im Titel zu erwähnen und diesbezügliche Überlegungen. Verzicht auf ein Vorwort. Eifrige Arbeit der CdS an einem Roman. Bitte, die Dinge zu beschleunigen. Möglichkeit eines Abdrucks im „Moniteur“ durch Vermittlung Sauvos, falls die Académie die Schrift auszeichnet. Schlecht lesbare Schrift der CdS","Didot, Firmin; Sauvo, François; Drais, Pierre (Vertrauensmann der CdS); Renouard (oder Raynouard?), Monsieur",http://d-nb.info/gnd/116173068; n/a; http://d-nb.info/gnd/1188442287; n/a,http://viaf.org/viaf/54239780; n/a; http://viaf.org/viaf/24156073846353862446; n/a,,,CdS: 24 heures (1824); CdS: Discours sur le bonheur que procure l'étude (1817),,,Toulon,0,CdS-b1-03az-0.jpg (C06/S43/231 ); CdS-b1-03az-1.jpg (C06/S43/232); CdS-b1-03az-2.jpg (C06/S43/233),"C06/S43/231-233. In: Die Korrespondenz der Constance de Salm (1767-1845). Inventar des Fonds Salm der Société des Amis du Vieux Toulon et de sa Région und des Bestands Constance de Salm im Archiv Schloss Dyck (Mitgliedsarchiv der Vereinigten Adelsarchive im Rheinland e.V.). Elektronische Edition, DHI Paris 2021. https://constance-de-salm.de/archiv/#/document/4379.",1817.0,1810
853,CdS-b1-03an,2022-08-19 10:18:12,Brief,https://constance-de-salm.de/archiv/#/document/4367,C06/S43/202-203,"Salm, Constance de",http://d-nb.info/gnd/116765968,https://viaf.org/viaf/121051,"Barbier, Antoine-Alexandre",http://d-nb.info/gnd/116051795,http://viaf.org/viaf/7386511,1817-06-27,,"Dyck (Schloss), Gde. Jüchen",https://www.geonames.org/2894637,,,Abschrift,vollständig,,2,"Je ne reçois pas de vos nouvelles depuis longtemps, Monsieur,","Bedürfnis nach Briefen ihrer Freunde. Dadurch literarische Unwissenheit der CdS. Auffinden eines Buches, für das sich in Paris keiner interessieren würde. Nachfrage zum Stand ihres „Discours“. Andrieux will nicht als parteiisch gelten. Glaube der CdS an Gerechtigkeit. In diesem Land wird nicht gelacht. Daher Pläne der CdS, verschiedene Theaterstücke von Brunet, einige neue Stücke sowie Stücke aus dem Repertoire des Théâtre des boulevards zusammenzustellen. Bitte um Anschaffung der Stücke. Schlechtes Wetter. Friedliches letztes Jahr. Europas Bedürfnis nach Frieden.","Andrieux, François; Brunet, Jean-Joseph Mira, gen.",http://d-nb.info/gnd/116310197; http://d-nb.info/gnd/1025659570,http://viaf.org/viaf/2465625; http://viaf.org/viaf/7647824,,,,,,Toulon,0,CdS-b1-03an-0.jpg (C06/S43/202 ); CdS-b1-03an-1.jpg (C06/S43/203),"C06/S43/202-203. In: Die Korrespondenz der Constance de Salm (1767-1845). Inventar des Fonds Salm der Société des Amis du Vieux Toulon et de sa Région und des Bestands Constance de Salm im Archiv Schloss Dyck (Mitgliedsarchiv der Vereinigten Adelsarchive im Rheinland e.V.). Elektronische Edition, DHI Paris 2021. https://constance-de-salm.de/archiv/#/document/4367.",1817.0,1810
854,CdS-b1-03a6,2022-08-19 10:18:12,Brief,https://constance-de-salm.de/archiv/#/document/4350,C06/S43/175-176,"Salm, Constance de",http://d-nb.info/gnd/116765968,https://viaf.org/viaf/121051,"Andrieux, François",http://d-nb.info/gnd/116310197,http://viaf.org/viaf/2465625,1817-04-30,,Paris,https://www.geonames.org/2988507,,,Abschrift,vollständig,,3,Il est un nombre et propice et divin / C'est celui que l'on donne aux filles de mémoire; ,"Gedicht: Auszug aus dem „Discours sur l'Étude“ den CdS bei der Académie eingereicht hatte. Laut Fußnote hatte sie diesen Text vorab Andrieux zu lesen geben wollen, der aber ablehnte und sich auf seine Unabhängigkeit berief.",,,,,,Karriere/-förderung; CdS: Discours sur le bonheur que procure l'étude (1817),,,Toulon,0,CdS-b1-03a6-0.jpg (C06/S43/175 ); CdS-b1-03a6-1.jpg (C06/S43/176),"C06/S43/175-176. In: Die Korrespondenz der Constance de Salm (1767-1845). Inventar des Fonds Salm der Société des Amis du Vieux Toulon et de sa Région und des Bestands Constance de Salm im Archiv Schloss Dyck (Mitgliedsarchiv der Vereinigten Adelsarchive im Rheinland e.V.). Elektronische Edition, DHI Paris 2021. https://constance-de-salm.de/archiv/#/document/4350.",1817.0,1810
